OrderKey,LineNumber,ProductKey,Quantity,UnitPrice,NetPrice,UnitCost
104000,0,53,1,242.72,213.5936,80.4174
104400,0,683,1,258,247.68,118.64
104400,1,1419,4,412.8,388.032,189.84
104400,2,1641,3,11.394,10.93824,5.238
104500,0,2511,4,6.496,6.496,3.312
104700,0,1440,1,302.4,269.136,139.056
105100,0,1258,7,51.987,46.7883,26.507
105100,1,6,2,17.6874,17.6874,9.02
105100,3,2045,2,147.5918,129.880784,67.8714
105200,0,678,7,182,163.8,92.78
105200,1,522,4,558,491.04,256.6
105400,0,345,2,1398,1398,642.88
105800,0,505,2,1238,1238,410.18
105900,0,1251,1,77.987,77.987,39.754
105900,1,551,5,4590,3947.4,1520.76
105900,2,1533,1,478.4,440.128,220
105900,3,142,4,269.991,269.991,137.646
106100,0,2508,3,7.584,6.74976,3.872
106100,1,1664,2,8.091,7.2819,3.717
106500,0,2110,1,1209.5,1197.405,400.734
106500,1,2497,4,15.984,15.984,8.144
106600,0,1689,8,4.482,3.89934,2.286
106600,1,1636,2,11.394,11.394,5.238
106800,0,668,4,294,294,135.2
106800,1,941,4,83.98,77.2616,42.82
107200,0,449,3,698,698,320.98
107300,0,1414,2,409.6,409.6,188.368
107300,1,1193,6,735.8,662.22,338.364
107300,2,1571,2,51.291,47.18772,23.589
107500,0,1555,6,588.8,529.92,195.088
107500,1,2112,1,648.62,603.2166,298.275
107500,2,1456,4,481.6,481.6,221.472
107900,0,1427,5,368,327.52,169.232
107900,1,1539,3,496,496,228.096
108000,0,2007,3,546.0708,546.0708,180.9248
108000,1,581,1,918,918,304.16
108200,0,155,2,422.973,401.82435,194.508
108201,0,82,2,33.251,31.58845,15.293
108500,0,2503,1,15.984,15.1848,8.144
108600,0,408,8,1516,1516,697.16
108600,1,1102,10,445.9,445.9,205.049
108600,2,1148,1,548.6,488.254,279.695
108700,0,1424,4,320,320,147.152
108701,0,154,1,422.973,389.13516,194.508
108701,1,1201,6,1298.7,1298.7,430.287
108800,0,444,2,1838,1617.44,608.96
108800,1,65,1,148.42,127.6412,68.2568
108900,0,1408,1,846.4,770.224,280.432
108900,1,1294,6,773.5,765.765,256.282
108900,2,1589,3,8.991,8.45154,4.581
108900,3,1601,6,143.991,133.91163,66.213
108900,4,1361,4,79.984,79.984,26.496
108900,5,1553,4,428.8,377.344,197.184
108901,0,643,3,338,314.34,155.44
108901,1,1378,2,35.2,32.736,16.192
108902,0,1998,5,114.7918,99.868866,58.5234
109200,0,653,2,272,236.64,125.08
109300,0,2502,1,15.984,14.22576,8.144
109300,1,1765,2,538.92,538.92,178.551
109300,2,103,1,94.3,89.585,43.3616
109301,0,1733,7,20.5092,20.5092,10.458
109301,1,1600,3,52.092,52.092,23.958
109400,0,404,6,2598,2442.12,860.76
109401,0,453,1,459.8,409.222,234.42
109401,1,1440,3,302.4,272.16,139.056
109401,2,2505,8,15.984,15.984,8.144
109500,0,1421,3,464,464,213.376
109500,1,2514,3,207.984,180.94608,68.912
109500,2,695,2,326,283.62,149.92
109600,0,442,2,539.8,539.8,275.2
109601,0,2504,1,15.984,14.06592,8.144
109601,1,1346,2,36.8,36.8,16.928
109601,2,15,1,63.6976,56.690864,29.2904
109601,3,390,4,2598,2598,860.76
109601,4,112,3,204.9918,204.9918,67.9206
109602,0,1786,3,38.7,38.7,19.728
109602,1,1712,6,63.117,62.48583,29.025
109900,0,1700,2,7.992,7.992,3.672
109900,1,1999,3,81.9918,76.252374,41.8036
109900,2,1704,2,6.291,5.59899,3.204
109900,3,1620,4,54.891,54.891,25.245
109900,4,458,6,459.8,459.8,234.42
109900,5,752,4,19,19,9.68
110000,0,126,1,129.06,112.2822,65.799
110000,1,2513,2,207.984,180.94608,68.912
110100,0,1777,6,38.7,34.443,19.728
110100,1,1774,7,38.7,38.7,19.728
110100,2,1016,3,192.4,192.4,88.478
110100,3,153,9,422.973,376.44597,194.508
110101,0,1560,5,528,512.16,242.816
110101,1,2171,3,611.7118,532.189266,281.301
110101,2,1534,1,636.8,592.224,210.992
110200,0,190,3,51.21,48.1374,26.109
110300,0,1746,2,98.1,98.1,32.499
110300,1,1567,1,622.4,622.4,206.208
110300,2,141,6,269.991,240.29199,137.646
110301,0,2013,7,546.0708,546.0708,180.9248
110301,1,689,1,318,318,146.24
110700,0,2134,2,1353,1217.7,448.2776
110700,1,1631,7,11.394,10.8243,5.238
110800,0,460,1,599.8,599.8,305.8
111000,0,111,2,204.9918,182.442702,67.9206
111000,1,2276,1,65.559,65.559,33.4232
111000,2,450,2,1838,1709.34,608.96
111000,3,1639,2,8.991,8.991,4.581
111001,0,1986,2,114.7918,105.608456,58.5234
111001,1,2074,3,163.9918,147.59262,75.4154
111001,2,1300,7,123.5,109.915,56.797
111001,3,1341,6,25.6,23.296,13.056
111400,0,453,2,459.8,459.8,234.42
111500,0,2126,3,122.18,122.18,62.2872
111500,1,1110,1,392.6,384.748,180.544
111700,0,1683,3,4.491,4.491,2.286
111701,0,1484,3,332.8,332.8,153.04
111701,1,438,3,1838,1838,608.96
111701,2,460,3,599.8,599.8,305.8
112100,0,1822,3,28.8,28.8,14.679
112100,1,699,2,392,348.88,180.26
112100,2,89,1,122.9918,122.9918,40.7458
112100,3,625,8,1998,1998,918.8
112200,0,52,1,163.959,141.00474,75.399
112400,0,47,5,122.959,110.6631,62.689
112401,0,1534,6,636.8,560.384,210.992
112401,1,1696,3,15.291,13.30317,5.067
112401,2,1905,6,404.26,404.26,185.9022
112401,3,1801,6,28.8,26.208,14.679
112401,4,1133,1,567.06,493.3422,187.876
112401,5,1830,3,1311.18,1311.18,668.4804
112401,6,439,2,1118,1062.1,514.12
112800,0,93,4,55.268,49.18852,28.1752
112800,2,1137,1,567.06,567.06,187.876
112800,3,1563,2,428.8,428.8,197.184
112800,4,129,2,180,163.8,91.773
112800,5,2507,1,7.584,6.52224,3.872
112900,0,313,3,242.1,213.048,123.426
113100,0,1690,7,15.291,15.291,5.067
113101,0,57,3,127.92,127.92,65.2146
113500,0,1722,6,50.4,50.4,25.695
113600,0,1709,3,63.117,56.17413,29.025
113600,1,69,2,21.0658,21.0658,10.742
113600,2,2181,4,106.518,106.518,54.3086
113600,3,1751,2,98.1,87.309,32.499
113800,0,1946,10,737.18,656.0902,339.0044
113801,0,1671,2,4.491,4.491,2.286
114000,0,65,3,148.42,148.42,68.2568
114100,0,1676,2,8.091,7.03917,3.717
114100,1,57,7,127.92,127.92,65.2146
114100,2,1670,7,8.091,8.091,3.717
114101,0,1507,2,427.2,427.2,196.448
114101,1,179,8,107.1,107.1,49.248
114200,0,1711,4,63.117,56.17413,29.025
114201,0,1595,7,20.601,18.12888,6.822
114202,0,1203,1,1274,1274,422.097
114202,1,1807,6,28.8,25.632,14.679
114300,0,1716,5,63.117,59.32998,29.025
114300,1,459,1,539.8,539.8,275.2
114300,2,1143,1,426.4,396.552,196.092
114301,0,136,3,314.955,286.60905,144.837
114301,1,1673,2,4.95,4.9005,2.52
114301,2,1050,5,405.6,405.6,186.524
114301,3,419,4,738,642.06,376.26
114302,0,947,8,214.5,214.5,98.644
114400,0,88,3,122.9918,122.9918,40.7458
114401,0,1782,4,38.7,38.7,19.728
114500,0,434,6,1198,1198,550.92
114500,1,582,1,598,592.02,275
114500,2,1341,3,25.6,22.272,13.056
114500,3,331,2,179.1,159.399,91.314
114501,0,1619,4,53.991,53.991,24.831
114501,1,459,5,539.8,480.422,275.2
114501,2,102,3,94.3,82.984,43.3616
114501,4,1657,7,161.991,161.991,74.493
114502,0,178,1,59.4,52.272,30.285
114502,1,1737,3,25.2,22.68,12.852
114502,2,30,5,209.1,196.554,69.2818
114503,0,1987,1,81.9918,73.79262,41.8036
114503,1,2422,4,21.3118,21.3118,10.865
114503,2,2110,1,1209.5,1136.93,400.734
114504,0,1579,1,197.1,177.39,65.304
114504,1,419,1,738,686.34,376.26
114504,2,2090,1,1209.5,1161.12,400.734
114504,3,112,2,204.9918,204.9918,67.9206
114700,0,1163,2,1105,983.45,508.144
114700,1,1593,2,12.501,11.50092,5.751
114701,0,439,3,1118,1017.38,514.12
114701,1,1483,5,430.4,383.056,197.92
114800,0,64,2,148.42,148.42,68.2568
114800,1,2501,1,37.952,37.952,19.344
114800,2,1465,5,318.4,283.376,146.416
114800,3,2498,1,37.952,37.952,19.344
114801,0,1563,6,428.8,428.8,197.184
114900,0,1596,1,11.394,11.394,5.238
114900,1,1668,7,6.291,5.78772,3.204
114901,0,1355,1,52.784,52.784,24.272
114901,1,433,1,1938,1802.34,642.1
114902,0,1843,1,1630.98,1630.98,750.0294
115000,0,98,7,98.4,85.608,45.2476
115000,1,244,8,386.1,386.1,177.552
115000,2,1717,1,63.117,63.117,29.025
115000,3,1614,6,233.991,233.991,77.526
115001,0,2500,2,37.952,37.952,19.344
115002,0,1433,5,492.8,423.808,226.624
115002,1,1676,1,8.091,7.36281,3.717
115002,2,58,3,127.92,113.8488,65.2146
115003,0,1835,8,1311.18,1311.18,668.4804
115100,0,1573,3,53.091,47.25099,24.417
115101,0,55,2,242.72,208.7392,80.4174
115101,1,1637,3,16.191,14.5719,7.443
115200,0,85,2,81.9918,76.252374,37.7036
115200,1,61,5,148.42,148.42,68.2568
115200,2,1603,4,98.991,90.08181,50.472
115201,0,1589,3,8.991,8.991,4.581
115201,1,1714,3,63.117,58.06764,29.025
115201,2,456,7,1118,1118,514.12
115201,3,1485,2,368,316.48,169.232
115202,0,1698,2,6.291,6.291,3.204
115202,1,423,8,1198,1198,550.92
115202,2,1436,1,412.8,367.392,189.84
115203,0,2086,3,719.55,719.55,330.8946
115203,1,527,2,198,196.02,100.94
115203,2,2073,2,546.0708,486.003012,180.9248
115400,0,6,6,17.6874,17.6874,9.02
115400,1,67,3,21.0658,19.169878,10.742
115500,0,1528,2,483.2,434.88,160.096
115500,1,59,3,127.92,113.8488,65.2146
115500,2,365,1,1198,1066.22,550.92
115600,0,1447,2,478.4,478.4,220
115700,0,1592,1,16.191,15.86718,7.443
115700,1,104,7,94.3,82.041,43.3616
115700,2,1046,8,405.6,389.376,186.524
115700,3,65,7,148.42,148.42,68.2568
115700,4,482,3,358,325.78,164.64
115900,0,1658,3,98.991,85.13226,50.472
115900,1,473,1,118,105.02,60.16
115900,2,1587,1,16.191,15.54336,7.443
115900,3,1276,1,67.769,60.9921,34.554
115901,0,803,6,35.8,34.726,18.26
115901,1,1120,6,854.1,743.067,282.984
116200,0,4,5,17.6874,17.6874,9.02
116300,0,1611,3,143.991,143.991,66.213
116300,1,2187,3,106.518,103.32246,54.3086
116300,2,2306,5,98.3918,95.440046,50.1594
116400,0,62,1,148.42,130.6096,68.2568
116500,0,1587,9,16.191,14.5719,7.443
116500,1,1750,7,98.1,98.1,32.499
116600,0,93,4,55.268,53.05728,28.1752
116600,1,378,4,1516,1516,697.16
116600,2,301,1,287.1,246.906,146.376
116600,3,97,8,55.268,49.18852,28.1752
116600,4,1591,3,11.394,10.93824,5.238
116600,5,1588,8,12.501,12.501,5.751
116601,0,1580,2,197.1,197.1,65.304
116601,1,156,3,422.973,422.973,194.508
116601,2,2052,2,114.7918,114.7918,58.5234
116601,3,535,6,358,358,164.64
117000,0,2,3,10.6518,9.799656,5.4284
117000,1,643,2,338,314.34,155.44
117000,2,103,1,94.3,84.87,43.3616
117100,0,1607,2,161.991,161.991,74.493
117300,0,1583,6,12.501,10.87587,5.751
120800,0,2119,3,133.66,133.66,68.142
120800,1,55,4,242.72,242.72,80.4174
120800,2,8,5,49.1918,46.73221,25.0756
121200,0,2103,2,416.56,366.5728,212.3718
121300,0,1650,2,260.991,260.991,86.472
121500,0,455,4,1838,1838,608.96
121501,0,447,5,459.8,400.026,234.42
121800,0,947,10,214.5,214.5,98.644
121800,1,852,1,461.8,461.8,153
121800,2,42,4,190.24,190.24,87.4858
121800,4,2175,3,106.518,106.518,54.3086
121800,5,1556,4,448,403.2,206.016
121900,0,35,5,78.679,70.8111,40.1144
121900,1,2114,7,211.15,209.0385,107.6496
121900,2,423,7,1198,1066.22,550.92
122000,0,2100,3,1209.5,1209.5,400.734
122001,0,1433,1,492.8,492.8,226.624
122001,1,418,2,539.9,485.91,275.26
122100,0,666,2,326,326,149.92
122100,1,1557,5,496,496,228.096
122100,2,439,3,1118,1118,514.12
122200,0,2422,4,21.3118,20.672446,10.865
122200,1,426,4,999.8,939.812,509.72
122201,0,1536,1,476.8,476.8,219.264
122201,1,519,1,1238,1064.68,410.18
122201,2,17,3,90.159,90.159,41.4592
122500,0,1599,1,52.092,48.44556,23.958
122500,1,2498,2,37.952,35.29536,19.344
122600,0,2463,7,24.6,24.6,12.5378
122600,1,1714,10,63.117,54.91179,29.025
122600,2,2088,1,416.56,366.5728,212.3718
122600,3,65,2,148.42,148.42,68.2568
122700,0,949,3,348.4,348.4,115.427
122701,0,1599,1,52.092,52.092,23.958
122701,1,1661,1,4.95,4.4055,2.52
122701,2,1581,8,197.1,175.419,65.304
122701,3,2134,1,1353,1204.17,448.2776
122800,0,2025,2,546.0708,480.542304,180.9248
122800,1,1516,1,460.8,410.112,211.904
122800,2,1815,2,28.8,28.8,14.679
122900,0,655,3,320,294.4,147.16
122900,1,63,1,148.42,148.42,68.2568
122900,2,1623,3,197.1,179.361,65.304
122901,0,1614,3,233.991,233.991,77.526
123200,0,2112,2,648.62,557.8132,298.275
123200,1,1594,4,8.991,8.72127,4.581
123300,0,1265,1,90.987,80.97843,46.384
123300,1,459,2,539.8,475.024,275.2
123300,2,1646,1,143.991,131.03181,66.213
123300,3,514,6,138,138,45.72
123300,4,1700,2,7.992,7.35264,3.672
123300,5,2068,3,163.9918,163.9918,75.4154
123300,6,1431,3,409.6,405.504,188.368
123301,0,2493,2,39.984,35.9856,20.384
123301,1,1414,3,409.6,368.64,188.368
123301,2,2237,3,24.5918,23.608128,12.5378
123400,0,1618,10,53.091,47.7819,24.417
123400,1,1595,1,20.601,18.12888,6.822
123400,2,2069,2,147.5918,128.404866,67.8714
123400,3,1154,1,1297.4,1193.608,429.858
123400,4,1643,3,52.092,52.092,23.958
123401,0,626,3,458,458,233.5
123401,1,1382,1,15.984,15.984,8.144
123401,2,821,1,59.8,57.408,27.5
123401,3,639,1,918,826.2,304.16
123401,4,445,1,1118,972.66,514.12
123500,0,944,3,167.7,167.7,77.116
123500,1,1603,3,98.991,88.10199,50.472
123500,2,1531,2,622.4,622.4,206.208
123500,3,1650,1,260.991,224.45226,86.472
123600,0,1928,2,737.18,737.18,339.0044
123601,0,1363,2,36.784,32.36992,16.912
123601,1,1643,5,52.092,52.092,23.958
123900,0,1192,2,780,748.8,358.696
123900,1,423,1,1198,1198,550.92
123900,2,775,7,23,23,10.58
124000,0,1421,1,464,408.32,213.376
124000,1,1550,7,448,385.28,206.016
124000,2,1675,2,6.201,6.201,2.853
124001,0,1698,8,6.291,5.6619,3.204
124001,1,1656,2,143.991,143.991,66.213
124001,2,424,1,539.9,475.112,275.26
124001,3,1660,3,260.991,232.28199,86.472
124001,4,464,2,1358,1358,449.94
124001,5,136,2,314.955,314.955,144.837
124001,6,2400,1,327.9918,295.19262,150.8308
124100,0,329,2,242.1,222.732,123.426
124101,0,20,2,109.88,109.88,50.5284
124200,0,1640,2,20.601,18.12888,6.822
124200,1,870,1,41.92,41.92,21.38
124200,2,452,5,439.9,391.511,224.28
124200,3,1824,1,28.8,25.632,14.679
124200,4,111,5,204.9918,190.642374,67.9206
124300,0,1039,2,255.97,235.4924,117.715
124300,1,2081,3,147.5918,147.5918,67.8714
124301,0,81,6,33.251,29.9259,15.293
124301,2,2095,7,1209.5,1161.12,400.734
124301,3,1575,1,54.891,54.891,25.245
124301,4,186,6,80.91,80.91,41.247
124301,5,1429,10,462.4,402.288,212.64
124301,6,160,6,989.991,989.991,455.265
124302,0,1430,3,478.4,478.4,220
124600,0,418,3,539.9,469.713,275.26
124600,1,755,2,51,51,26
124600,2,1649,6,233.991,205.91208,77.526
124600,3,1705,1,6.192,6.06816,2.844
124700,0,1187,2,1105,994.5,508.144
124701,0,2082,1,114.7918,103.31262,58.5234
124800,0,1582,2,16.191,14.5719,7.443
124801,0,1596,5,11.394,10.02672,5.238
124900,0,1426,2,942.4,942.4,312.24
125000,0,849,3,31.2,31.2,15.9
125000,1,331,9,179.1,154.026,91.314
125000,2,433,5,1938,1938,642.1
125001,0,1571,4,51.291,45.64899,23.589
125001,1,435,2,539.9,539.9,275.26
125002,0,1774,1,38.7,38.7,19.728
125300,0,524,2,358,358,164.64
125300,1,1809,1,28.8,24.768,14.679
125300,2,521,2,518,466.2,238.22
125400,0,416,3,1938,1938,642.1
125400,1,1010,2,242.97,218.673,111.735
125401,0,28,5,163.918,163.918,75.3826
125401,2,563,1,4590,3993.3,1520.76
125500,0,1182,2,2028,1764.36,671.918
125500,1,489,1,1638,1638,542.7
125500,2,2019,1,546.0708,469.620888,180.9248
125500,3,158,1,989.991,989.991,455.265
125501,0,1516,2,460.8,405.504,211.904
125600,0,519,1,1238,1101.82,410.18
125700,0,1254,4,25.987,24.42778,13.247
125700,1,1546,2,483.2,420.384,160.096
125700,2,421,2,938,872.34,431.36
125701,0,1420,6,318.4,280.192,146.416
125701,1,1441,1,320,320,147.152
125702,0,1972,1,245.9918,245.9918,125.4108
126000,0,2082,6,114.7918,101.016784,58.5234
126100,0,1102,4,445.9,405.769,205.049
126100,1,1774,6,38.7,34.83,19.728
126101,0,674,5,418,418,138.5
126101,1,532,2,518,445.48,238.22
126200,0,459,2,539.8,534.402,275.2
126200,1,427,2,938,938,431.36
126200,2,1715,9,63.117,56.17413,29.025
126200,3,2155,3,133.66,133.66,68.142
126200,4,426,1,999.8,999.8,509.72
126200,5,1404,4,52.784,52.784,24.272
126200,6,1646,6,143.991,136.79145,66.213
126201,0,1285,3,32.487,28.91343,16.562
126300,0,1177,1,1298.7,1298.7,430.287
126300,1,1567,1,622.4,591.28,206.208
126400,0,2506,1,7.584,6.8256,3.872
126400,1,1301,3,123.5,108.68,56.797
126400,2,439,2,1118,995.02,514.12
126401,0,2517,4,5.36,4.6096,2.736
126401,1,338,1,2398,2110.24,794.5
126401,2,424,7,539.9,539.9,275.26
126402,0,449,7,698,621.22,320.98
126402,1,2065,7,81.9918,81.9918,41.8036
126402,2,443,5,698,607.26,320.98
126700,0,1024,1,242.97,242.97,111.735
126800,0,423,6,1198,1198,550.92
126800,1,436,1,738,678.96,376.26
126800,2,579,5,458,458,233.5
126801,0,1339,4,57.584,57.584,26.48
126900,0,443,6,698,698,320.98
126900,1,1393,9,75.184,65.41008,24.912
126900,2,1309,2,36.4,36.4,18.564
126901,0,1629,1,8.991,8.90109,4.581
126901,1,85,3,81.9918,72.152784,37.7036
126901,2,705,2,174,154.86,88.72
126901,3,137,4,449.991,449.991,206.937
127000,0,456,2,1118,1006.2,514.12
127000,1,1130,2,414.7,410.553,190.71
127100,0,1664,2,8.091,7.84827,3.717
127100,1,1479,5,496,496,228.096
127100,2,1486,7,460.8,410.112,211.904
127101,0,1686,2,6.291,6.291,3.204
127101,1,58,4,127.92,111.2904,65.2146
127101,2,190,1,51.21,45.0648,26.109
127102,0,1632,6,16.191,14.5719,7.443
127102,1,853,3,461.8,406.384,153
127102,2,118,7,152.991,140.75172,78.003
127300,0,999,9,300.3,264.264,99.489
127300,1,307,3,332.1,332.1,152.721
127300,2,434,1,1198,1090.18,550.92
127400,0,1425,4,846.4,787.152,280.432
127500,0,1385,1,36.784,33.84128,16.912
127500,1,1852,3,2175.378,2023.10154,720.7472
127500,2,1580,4,197.1,171.477,65.304
127500,3,452,7,439.9,439.9,224.28
127501,0,1704,2,6.291,5.72481,3.204
127501,1,2121,2,106.518,106.518,54.3086
127600,0,421,4,938,938,431.36
127601,0,1459,1,409.6,376.832,188.368
127700,0,1438,2,464,464,213.376
127700,1,1696,6,15.291,15.291,5.067
127700,2,2514,8,207.984,205.90416,68.912
127800,0,454,1,539.8,475.024,275.2
127801,0,120,3,107.991,93.95217,55.053
127801,1,401,7,652,652,332.4
127802,0,1681,3,6.201,6.201,2.853
127802,1,1399,1,52.784,47.5056,24.272
128000,0,1634,2,8.991,8.18181,4.581
128100,0,1567,2,622.4,622.4,206.208
128100,1,441,2,459.8,459.8,234.42
128200,0,98,1,98.4,84.624,45.2476
128201,0,1082,2,395.2,347.776,181.74
128201,1,1434,2,428.8,377.344,197.184
128300,0,2509,7,6.496,5.78144,3.312
128300,1,1657,3,161.991,142.55208,74.493
128301,0,67,1,21.0658,20.01251,10.742
128301,2,429,3,1199.8,1091.818,551.74
128400,0,419,3,738,678.96,376.26
128400,1,607,1,502,502,166.32
128400,2,1947,7,404.26,404.26,185.9022
128400,3,1450,3,492.8,492.8,226.624
128500,0,1435,2,468.8,468.8,215.584
128501,0,105,2,94.3,82.041,43.3616
128501,1,1618,1,53.091,53.091,24.417
128502,0,1460,1,480,460.8,220.736
128700,0,1418,6,468.8,407.856,215.584
128800,0,503,3,1638,1474.2,542.7
128800,1,89,4,122.9918,105.772948,40.7458
128800,2,435,1,539.9,491.309,275.26
128900,0,1270,2,9.035,7.9508,4.602
128900,1,431,2,738,738,376.26
128900,2,441,2,459.8,409.222,234.42
128900,3,1973,2,229.5918,229.5918,117.055
128901,0,853,1,461.8,461.8,153
128901,1,2114,2,211.15,183.7005,107.6496
128901,2,61,3,148.42,148.42,68.2568
129000,0,670,1,392,392,180.26
129000,1,1810,8,28.8,25.344,14.679
129001,0,427,5,938,938,431.36
129001,1,1099,1,465.4,414.206,214.019
129100,0,442,1,539.8,496.616,275.2
129200,0,416,3,1938,1705.44,642.1
129200,1,2495,1,15.984,14.3856,8.144
129201,0,1823,1,28.8,26.208,14.679
129202,0,109,6,109.0518,95.965584,50.1512
129400,0,450,1,1838,1838,608.96
129500,0,73,7,39.319,38.92581,18.081
129500,1,66,2,21.0658,18.537904,10.742
129600,0,499,2,198,172.26,100.94
129601,0,418,7,539.9,491.309,275.26
129601,1,1433,3,492.8,443.52,226.624
129700,0,1557,1,496,441.44,228.096
129700,1,450,2,1838,1635.82,608.96
129700,2,443,3,698,698,320.98
129701,0,164,2,1432.98,1246.6926,474.777
129800,0,665,8,204,189.72,104
129900,0,184,1,89.1,80.19,40.977
129900,1,2103,2,416.56,383.2352,212.3718
129900,2,721,2,496,446.4,164.34
129900,3,2083,2,81.9918,76.252374,41.8036
129901,0,15,1,63.6976,63.6976,29.2904
129901,2,491,2,1238,1225.62,410.18
130300,0,1691,2,4.851,4.70547,2.475
130300,1,1578,1,197.1,169.506,65.304
130300,2,1608,5,98.991,98.991,50.472
130300,3,110,2,109.0518,95.965584,50.1512
130400,0,495,2,278,278,141.74
130400,1,30,4,209.1,186.099,69.2818
130400,3,54,3,242.72,223.3024,80.4174
130600,0,660,6,318,283.02,146.24
130600,1,1663,8,6.201,5.70492,2.853
130600,2,1480,5,206.4,191.952,105.232
131100,0,1637,3,16.191,16.191,7.443
131100,1,1651,1,143.991,135.35154,66.213
131300,0,637,2,458,430.52,233.5
131301,0,1746,1,98.1,98.1,32.499
131301,1,455,3,1838,1838,608.96
131301,2,639,2,918,918,304.16
131301,3,115,3,204.9918,204.9918,67.9206
131600,0,405,1,1398,1286.16,642.88
131700,0,1422,8,481.6,481.6,221.472
131700,1,104,5,94.3,94.3,43.3616
131700,2,51,1,163.959,154.12146,75.399
131701,0,1691,8,4.851,4.80249,2.475
131701,1,1960,1,245.9918,216.472784,125.4108
131800,0,443,4,698,698,320.98
131801,0,86,2,81.9918,73.79262,37.7036
131900,0,1468,2,302.4,263.088,139.056
131900,1,775,1,23,23,10.58
132000,0,1608,6,98.991,88.10199,50.472
132001,0,301,6,287.1,287.1,146.376
132001,1,834,2,45.8,45.8,23.36
132001,2,1673,1,4.95,4.95,2.52
132001,3,576,3,4998,4998,1655.94
132001,4,445,2,1118,1118,514.12
132002,0,1608,1,98.991,98.991,50.472
132002,1,2103,1,416.56,374.904,212.3718
132002,2,1521,3,496,496,228.096
132200,0,436,1,738,642.06,376.26
132200,1,558,2,598,520.26,198.12
132200,2,447,2,459.8,459.8,234.42
132300,0,1661,1,4.95,4.257,2.52
132300,1,183,2,98.1,98.1,45.117
132300,2,90,1,122.9918,114.382374,40.7458
132300,3,1583,2,12.501,11.50092,5.751
132300,4,440,1,439.9,435.501,224.28
132300,5,1026,2,257.4,231.66,118.365
132400,0,401,1,652,573.76,332.4
132400,1,1448,1,409.6,409.6,188.368
132400,2,119,1,107.991,93.95217,55.053
132401,0,457,3,439.9,391.511,224.28
